t,relativeL2
0,6.3352614116398076e-09
1,6.268438115627959e-09
2,0.019305604002027306
3,0.02596631906104726
4,0.030066692676671152
5,0.03330802624780187
6,0.03502152661933481
7,0.035993926543689776
8,0.03932158283412714
9,0.040087833445233444
10,0.04063835102479163
11,0.04458904089761674
12,0.04846456682793652
13,0.052494067185197495
14,0.0558533723750913
15,0.057849168454888064
16,0.06148601997673001
17,0.06054787023745978
18,0.06470213297312337
19,0.06464383744658822
20,0.06818402494009812
21,0.06897694322285886
22,0.07151710212326687
23,0.07745486782870595
24,0.08140264006382639
25,0.08557283146839911
26,0.08975390616178094
27,0.09313337153562185
28,0.09846808536114858
29,0.09823674562410378
30,0.10147721334334997
31,0.10509650747848394
32,0.10872266418836159
33,0.11121949138346338
34,0.1169339566487437
35,0.11975912953725006
36,0.1253413810424529
37,0.13091966197707222
38,0.1339617853171062
39,0.1422513933245655
40,0.14703801413574133
41,0.1540359310575111
42,0.16081219466396243
43,0.16375910667788976
44,0.16779326597716895
45,0.17352450587093124
46,0.17822385774088542
47,0.18511265463220422
48,0.18954878837808967
49,0.19569666794310295
50,0.19965363239362213
51,0.20203587891004324
52,0.20726420618530603
53,0.2094763892725541
54,0.214049653344982
55,0.21873016300871606
56,0.2236267515979009
57,0.22865202991456812
58,0.2318297648702722
59,0.23536615582121456
60,0.23569602905060205
61,0.23785185705912762
62,0.23847152437419486
63,0.23944314206011844
64,0.2406830165892072
65,0.24273558137682968
66,0.24509136411015497
67,0.24885624558570435
68,0.24958105473956133
69,0.25114975499977676
70,0.2526223043235164
71,0.25372655190848337
72,0.25470596777178345
73,0.257354429561449
74,0.2618145159097218
75,0.2633047017891236
76,0.2679078626802397
77,0.27188946001220865
78,0.2730824126232901
79,0.27582463842475446
80,0.2773164244240944
81,0.2782851577070015
82,0.2781074870836316
83,0.27592059113669554
84,0.2754347142472296
85,0.27357436870089774
86,0.2719582289893635
87,0.2711105519357183
88,0.27243778026895293
89,0.27279307386918267
90,0.27509566096677995
91,0.2777953831645928
92,0.27970765815140325
93,0.28228332380919824
94,0.2844599691955621
95,0.28694502604824895
96,0.287369682123488
97,0.28882311844532416
98,0.2919072978741594
99,0.2937019948203948
100,0.29720105909230476
101,0.2980253841646054
102,0.3005221763600024
103,0.3007826895539017
104,0.302838734608721
105,0.30179924899694555
106,0.3018742950986049
107,0.3014072844859622
108,0.3017264248991209
109,0.3014689736004832
110,0.3010954198212934
111,0.30040162415040866
112,0.29971609893053586
113,0.2995196413538188
114,0.2984516249937246
115,0.3001158289884972
116,0.30031995677041445
117,0.3009170398609221
118,0.30086313648022933
119,0.2991954497419801
120,0.29876164149018264
121,0.29851697923682347
122,0.2996314579435363
123,0.3007532303320361
124,0.30083983254411534
125,0.3031648973259885
126,0.3046392126231523
127,0.30548940298912397
128,0.3069686896439844
129,0.30897026784274706
130,0.30968447426004364
131,0.31069426508745845
132,0.3130630834264589
133,0.3120598819006033
134,0.31379948980971367
135,0.31358255359122084
136,0.3120187135107523
137,0.3118691461685412
138,0.31112797408684406
139,0.311250010853906
140,0.3097341833001535
141,0.3095289299187334
142,0.3093599069908399
143,0.3094838581060016
144,0.3089131606623222
145,0.30751911326220477
146,0.30710724150895496
147,0.30686648671531624
148,0.307517782933765
149,0.30718755412185367
150,0.3087274610673959
151,0.30963925188211244
152,0.31166578725733374
153,0.31377367412838814
154,0.3157132595983162
155,0.3157562318448256
156,0.31704775528565976
157,0.3181888005088716
158,0.3198571924879423
159,0.3219852360730819
160,0.323045714057105
161,0.3236657981536932
162,0.3235495342703118
163,0.321579407008522
164,0.3206035013668426
165,0.3198281528027127
166,0.31872562293700324
167,0.317584167277395
168,0.31771968538361944
169,0.3179562152431403
170,0.3175884594437324
171,0.31896540250722083
172,0.31858052006655624
173,0.3189099167671084
174,0.3180565002474965
175,0.31774596900560304
176,0.317450585558554
177,0.31836687283985093
178,0.3185829840371827
179,0.3189495234068756
180,0.31934631909863737
181,0.31917865568398907
182,0.31885818712905745
183,0.32014284211371125
184,0.31836209967380885
185,0.3190145289201232
186,0.31964281044460435
187,0.31942438703081677
188,0.31949132464649327
189,0.3192347590878223
190,0.3192592221866244
191,0.31945948092909116
192,0.3181370366414616
193,0.31720583265244096
194,0.31566271816001046
195,0.31293477962032235
196,0.31065662309682546
197,0.3081734807576908
198,0.3057054121497554
199,0.3040188792732738
200,0.30407865395218786
201,0.30330142547464556
202,0.3054788065631797
203,0.3071924053091085
204,0.30774793989317717
205,0.30752494255781265
206,0.30856350860627313
207,0.30820031182163904
208,0.3094078869136077
209,0.31024718516314653
210,0.31107669996944803
211,0.3136247229055468
212,0.315618389386013
213,0.3173910017753978
214,0.31867890738023646
215,0.3193146301111794
216,0.32044022081046164
217,0.3199615675195336
218,0.32013231348559823
219,0.3200960266121665
220,0.3187589645519162
221,0.31731546039685354
222,0.3145144321980307
223,0.31208745415229155
224,0.30939987127152424
225,0.30807861825966004
226,0.30649490901742577
227,0.30641531721397425
228,0.30732487244888285
229,0.3066815911590485
230,0.307294889438783
231,0.30693413417366683
232,0.30581708155875326
233,0.30706549606343336
234,0.3056178898687551
235,0.3047543432207288
236,0.30400573141505016
237,0.3044518429339347
238,0.30306766025115844
239,0.3042130003630325
240,0.3044355282149005
241,0.30480549886634234
242,0.3031322894465122
243,0.30400283421052765
244,0.3038644266227507
245,0.30440844630184694
246,0.3038844179099149
247,0.3047469068962833
248,0.3047906238940389
249,0.30731624990572265
250,0.3075014452915794
251,0.3084025490400627
252,0.30769050809749127
253,0.30635416327307113
254,0.3057980427780665
255,0.30553002991080985
256,0.3033203017630777
257,0.30246764661264447
258,0.300594540826795
259,0.29976206788308735
260,0.2977258541717501
261,0.2948493411913579
262,0.29464669827065026
263,0.2950222518395311
264,0.2948694477018055
265,0.2964286992092911
266,0.29641658979549207
267,0.2965245898581132
268,0.29689796218677084
269,0.2984201578803755
270,0.29741553933087606
271,0.2958871313990295
272,0.29690796987488416
273,0.29625381522145827
274,0.2993454960095412
275,0.30055663478642497
276,0.3039836845702019
277,0.30415105499233164
278,0.30598688998553764
279,0.3061530659299339
280,0.30410472930886817
281,0.3025622342148378
282,0.3005910236567163
283,0.29637159776040645
284,0.29489174021120007
285,0.29340437565938293
286,0.2912561360679668
287,0.2916721682359529
288,0.2909544185893355
289,0.29363205976594076
290,0.29372360500717254
291,0.2936440549487874
292,0.29336756282139914
293,0.29057678635836287
294,0.28971648262881416
295,0.2880813849483067
296,0.28479553783065253
297,0.2824462541226888
298,0.2816358852906758
299,0.2819202835024435
300,0.2832346147852389
301,0.28498918480271673
302,0.28600186655497434
303,0.2880909180331031
304,0.2877096671276484
305,0.2882840770200823
306,0.28756863046052233
307,0.2887887450589802
308,0.28981487544853646
309,0.2905503843341265
310,0.29131990070528213
311,0.29106442432375274
312,0.29083538929652447
313,0.29092884070231506
314,0.2909548096917443
315,0.2919491964464841
316,0.2930225206284397
317,0.29185108770496243
318,0.29263571320829596
319,0.29120387486611143
320,0.2911440564345734
321,0.2917233108389946
322,0.29332961827600057
323,0.29380883843293726
324,0.29664208447286494
325,0.29803660515580827
326,0.2997492111870804
327,0.30164403007033713
328,0.3031064482620777
329,0.3049797348173099
330,0.30709163032138304
331,0.30968857229710434
332,0.31148730740621694
333,0.3130695395997227
334,0.31385781535265156
335,0.3159501557748344
336,0.31666049144814234
337,0.3167030525442997
338,0.31828310812010424
339,0.31847023005800856
340,0.318288433052062
341,0.3187528765242541
342,0.31801403025572594
343,0.31813531398343675
344,0.3158457243244203
345,0.31539917363997894
346,0.31517409642876143
347,0.31396476164781434
348,0.3154162296477504
349,0.3142937259905135
350,0.31330123547654937
351,0.3120115908823802
352,0.3096077223659567
353,0.30943801561754203
354,0.3077057627462283
355,0.3074658919440195
356,0.3054714895246109
357,0.3047212879257039
358,0.3034263425124437
359,0.30224907873125795
360,0.3011065208547491
361,0.3007113113500355
362,0.30186764982998227
363,0.30223930601837157
364,0.30214537808933645
365,0.30141170228352276
366,0.3005179222682982
367,0.29977059197871037
368,0.2977664496507143
369,0.2973871824882415
370,0.2964840054461603
371,0.2967333714469906
372,0.2980813793180262
373,0.29881999265748677
374,0.29841849115645536
375,0.30059086873927476
376,0.30163657243788183
