predMSE,predMSE_u,predMSE_v,predMSE_density,predMSE_pressure,relL2,relL2_u,relL2_v,relL2_density,relL2_pressure,temporalIncrementMSE,predContinuityMAE,predContinuityMSE,gtContinuityMAE,gtContinuityMSE,continuityMSEExcess,vorticityMSE,vorticityRelL2,pressureGradientMSE,pressureGradientRelL2,densityGradientMSE,densityGradientRelL2,rolloutStabilityFirstMSE,rolloutStabilityLastMSE,rolloutStabilityRatio,rolloutStabilitySlope,inferenceTimeSec,inferenceTimeMin,numDiffusionCalls_estimated,numReverseDenoisingSteps_estimated,reverseStepsPerCall,outputHorizon,rolloutLength,numTrainedModels,numEvals,numSequences,physicsDX,physicsDY,physicsDT,physicsMetricConvention
0.0326288603246212,0.041485004127025604,0.0631142184138298,0.015411142259836197,0.010504910722374916,0.28052527761151,0.3568839541338502,1.417338377132113,0.13339010762192585,0.1553576427205981,0.002024120884016156,0.010951780714094639,0.0003852471709251404,0.010340897366404533,0.00038875240716151893,-3.5052362363785505e-06,0.005765300709754229,1.2948256029891647,0.00022978930792305619,0.7297822327376523,0.00040556915337219834,0.7567662676899239,1.6779315712246314e-17,0.020584190264344215,20583844881.51238,2.8376421092794366e-05,254.15282170195132,4.235880361699189,1000,20000,20,1,500,1,1,2,1.0,1.0,1.0,discrete residual on resampled 128x64 grid
