predMSE,predMSE_u,predMSE_v,predMSE_pres,relL2,relL2_u,relL2_v,relL2_pres,relL2First,relL2Last,relL2Max,predDivMean,predDivMSE,predVortMSE,temporalContinuityError,predTemporalSmoothness,gtTemporalSmoothness,rolloutStabilityFirstMSE,rolloutStabilityLastMSE,rolloutStabilityMaxMSE,rolloutStabilityRatio,rolloutStabilitySlope,blockBoundaryContinuityError,inferenceTimeSec,inferenceTimeMin,numDiffusionCalls_estimated,numReverseDenoisingSteps_estimated,reverseStepsPerCall,outputHorizon,rolloutLength,numTrainedModels,numEvals,numSequences
0.029489481821656227,0.03393086791038513,0.05452995002269745,7.736745828879066e-06,0.5614540639250651,0.3728954860041599,1.2204036211724985,0.658081684081627,1.4959185890006665e-08,0.8152340650558472,0.8233758211135864,0.0023959639947861433,2.6961008188663982e-05,0.003400440327823162,0.0009840457933023572,0.0006185436504893005,0.00042604730697348714,2.0849398359309382e-17,0.06181414797902107,0.06417721509933472,61812859218.095505,0.00014245591358341415,0.0009736490319482982,234.86802714399528,3.914467119066588,1250,25000,20,2,500,1,1,5
