predMSE,predMSE_u,predMSE_v,predMSE_pres,relL2,relL2_u,relL2_v,relL2_pres,relL2First,relL2Last,relL2Max,predDivMean,predDivMSE,predVortMSE,temporalContinuityError,predTemporalSmoothness,gtTemporalSmoothness,rolloutStabilityFirstMSE,rolloutStabilityLastMSE,rolloutStabilityMaxMSE,rolloutStabilityRatio,rolloutStabilitySlope,blockBoundaryContinuityError,inferenceTimeSec,inferenceTimeMin,numDiffusionCalls_estimated,numReverseDenoisingSteps_estimated,reverseStepsPerCall,outputHorizon,rolloutLength,numTrainedModels,numEvals,numSequences
0.016185423359274864,0.022790001705288887,0.025759734213352203,6.220992872840725e-06,0.43443788146444684,0.30620315918593294,1.3469474473831438,0.6910577382182301,1.3158748757291505e-08,0.35163354873657227,0.5760073065757751,0.004396429285407066,4.655441080103628e-05,0.0017310506664216518,0.0008236960275098681,0.000689641572535038,0.00014210841618478298,1.4733785738547607e-17,0.010634234175086021,0.028638342395424843,10634077494.866686,-3.4471031704129424e-06,0.000830538512673229,253.12695149199862,4.2187825248666435,1250,25000,20,2,500,1,1,5
