t,predContinuityMSE
0,0.0005574573879130185
1,0.0006366018787957728
2,0.0031067465897649527
3,0.0029788680840283632
4,0.010477508418262005
5,0.01300061121582985
6,0.005424675066024065
7,0.007579779718071222
8,0.007254364900290966
9,0.0009938833536580205
10,0.0055749136954545975
11,0.002642588457092643
12,0.004192618187516928
13,0.0013284302549436688
14,0.0010662205750122666
15,0.0016870658146217465
16,0.011450179852545261
17,0.01721055991947651
18,0.0007182035478763282
19,0.0014644595794379711
20,0.001052804640494287
21,0.0030428224708884954
22,0.00098598247859627
23,0.0006991063710302114
24,0.0015483228489756584
25,0.0017649856163188815
26,0.009765216149389744
27,0.006014613434672356
28,0.011480359360575676
29,0.003864299738779664
30,0.0027772816829383373
31,0.006674917880445719
32,0.0022223826963454485
33,0.00220899167470634
34,0.0008810144499875605
35,0.008657515980303288
36,0.012014919891953468
37,0.007845924235880375
38,0.016665911301970482
39,0.00442170724272728
40,0.0008012943435460329
41,0.00586931174620986
42,0.004880208056420088
43,0.002029725583270192
44,0.001998965395614505
45,0.0003687036514747888
46,0.0005129945930093527
47,0.005814110394567251
48,0.008205035701394081
49,0.004220806527882814
50,0.0007420223555527627
51,0.001096110325306654
52,0.0005927188321948051
53,0.0018170732073485851
54,0.003941969480365515
55,0.005039558280259371
56,0.0009167545358650386
57,0.004724251572042704
58,0.01166387740522623
59,0.004407913889735937
60,0.0009396511013619602
61,0.005982100963592529
62,0.00404727179557085
63,0.0028365475591272116
64,0.0050465017557144165
65,0.0008864439441822469
66,0.003743307664990425
67,0.0014953042846173048
68,0.007270177826285362
69,0.004730380140244961
70,0.0071677216328680515
71,0.007219128776341677
72,0.0011105462908744812
73,0.0020366094540804625
74,0.0019152411259710789
75,0.003575389040634036
76,0.011310061439871788
77,0.016931816935539246
78,0.013113432563841343
79,0.0004869996919296682
80,0.006422114558517933
81,0.0029656379483640194
82,0.007136127911508083
83,0.0006639758939854801
84,0.009680244140326977
85,0.008792239241302013
86,0.002952360548079014
87,0.0004231897764839232
88,0.003339296206831932
89,0.010306798852980137
90,0.007089420221745968
91,0.03694741055369377
92,0.014133794233202934
93,0.0005310142296366394
94,0.01086011528968811
95,0.014038379304111004
96,0.0010089498246088624
97,0.0063917324878275394
98,0.0064360215328633785
99,0.003524189116433263
100,0.007098296657204628
101,0.0009307546424679458
102,0.002713894471526146
103,0.010912938974797726
104,0.006997277494519949
105,0.0008963715517893434
106,0.003992751240730286
107,0.00794896762818098
108,0.004657244309782982
109,0.001060940558090806
110,0.008403068408370018
111,0.003325888654217124
112,0.006066576112061739
113,0.010604607872664928
114,0.01060411799699068
115,0.00868353620171547
116,0.0012069384101778269
117,0.0019179611699655652
118,0.0018571441760286689
119,0.003129231510683894
120,0.004984176252037287
121,0.0026534399949014187
122,0.0009414409287273884
123,0.0033283205702900887
124,0.0009566204971633852
125,0.004097212105989456
126,0.0026859950739890337
127,0.00371724646538496
128,0.004670471418648958
129,0.0013336269184947014
130,0.002352456795051694
131,0.0030668911058455706
132,0.004323508590459824
133,0.001349997241050005
134,0.0005290138069540262
135,0.006099282763898373
136,0.0024375608190894127
137,0.0018259271746501327
138,0.0006751618930138648
139,0.001972810598090291
140,0.009646686725318432
141,0.0005996660911478102
142,0.006661852356046438
143,0.0034130297135561705
144,0.0005209687515161932
145,0.0028348222840577364
146,0.005890566390007734
147,0.0006209720741026103
148,0.017037197947502136
149,0.008667546324431896
150,0.00042424851562827826
151,0.0015803055139258504
152,0.006326556205749512
153,0.0033263391815125942
154,0.0019547385163605213
155,0.007946440018713474
156,0.006883386988192797
157,0.0016334312967956066
158,0.0059834741987288
159,0.0017206092597916722
160,0.0010810294188559055
161,0.0008885617717169225
162,0.0004978097276762128
163,0.0060989041812717915
164,0.007521429564803839
165,0.003734441241249442
166,0.001212429953739047
