predMSE,predMSE_u,predMSE_v,predMSE_density,predMSE_pressure,relL2,relL2_u,relL2_v,relL2_density,relL2_pressure,temporalIncrementMSE,predContinuityMAE,predContinuityMSE,gtContinuityMAE,gtContinuityMSE,continuityMSEExcess,vorticityMSE,vorticityRelL2,pressureGradientMSE,pressureGradientRelL2,densityGradientMSE,densityGradientRelL2,rolloutStabilityFirstMSE,rolloutStabilityLastMSE,rolloutStabilityRatio,rolloutStabilitySlope,inferenceTimeSec,inferenceTimeMin,numDiffusionCalls_estimated,numReverseDenoisingSteps_estimated,reverseStepsPerCall,outputHorizon,rolloutLength,numTrainedModels,numEvals,numSequences,physicsDX,physicsDY,physicsDT,physicsMetricConvention
0.021743429824709892,0.02804465964436531,0.040005095303058624,0.012051097117364407,0.006872938480228186,0.22899978122650522,0.2934313627534933,1.128411743567031,0.11795585385664326,0.1256630729139393,0.003826721804216504,0.054403677582740784,0.004639292601495981,0.010340897366404533,0.00038875240716151893,0.004250540194334462,0.003972628619521856,1.074828757051015,0.00020844289974775165,0.6950594214992304,0.0003453511744737625,0.6983285129286704,1.6779315712246314e-17,0.02424677461385727,24246367776.397476,1.7546519296376548e-05,88.01846044906415,1.4669743408177358,334,6680,20,3,500,1,1,2,1.0,1.0,1.0,discrete residual on resampled 128x64 grid
