predMSE,predMSE_u,predMSE_v,predMSE_pres,relL2,relL2_u,relL2_v,relL2_pres,relL2First,relL2Last,relL2Max,predDivMean,predDivMSE,predVortMSE,temporalContinuityError,predTemporalSmoothness,gtTemporalSmoothness,rolloutStabilityFirstMSE,rolloutStabilityLastMSE,rolloutStabilityMaxMSE,rolloutStabilityRatio,rolloutStabilitySlope,blockBoundaryContinuityError,inferenceTimeSec,inferenceTimeMin,numDiffusionCalls_estimated,numReverseDenoisingSteps_estimated,reverseStepsPerCall,outputHorizon,rolloutLength,numTrainedModels,numEvals,numSequences
0.0026692370884120464,0.003918648697435856,0.004087530076503754,1.5155497976593324e-06,0.17642463616224993,0.12697133501385996,0.5365503007073361,0.34109045879859357,1.3158748757291505e-08,0.27293312549591064,0.27293312549591064,0.0006076510180719197,3.401586809559376e-06,0.00029400104540400207,9.656947804614902e-05,0.00016106973635032773,0.00014210841618478298,1.4733785738547607e-17,0.006406755652278662,0.00642019510269165,6406661257.904388,1.2819428704793023e-05,nan,522.7111022709942,8.711851704516569,2500,50000,20,1,500,1,1,5
