predMSE,predMSE_u,predMSE_v,predMSE_pres,relL2,relL2_u,relL2_v,relL2_pres,relL2First,relL2Last,relL2Max,predDivMean,predDivMSE,predVortMSE,temporalContinuityError,predTemporalSmoothness,gtTemporalSmoothness,rolloutStabilityFirstMSE,rolloutStabilityLastMSE,rolloutStabilityMaxMSE,rolloutStabilityRatio,rolloutStabilitySlope,blockBoundaryContinuityError,inferenceTimeSec,inferenceTimeMin,numDiffusionCalls_estimated,numReverseDenoisingSteps_estimated,reverseStepsPerCall,outputHorizon,rolloutLength,numTrainedModels,numEvals,numSequences
0.003652706043794751,0.004729360807687044,0.006226631347090006,2.1599837509711506e-06,0.17471673070012908,0.12782174517854028,0.34691968470190093,0.32184215849140335,1.4959185890006665e-08,0.3213649094104767,0.33951765298843384,0.0014538932591676712,2.1068613932584412e-05,0.0007233043434098363,0.00024521740851923823,0.0004281482251826674,0.00042604730697348714,2.0849398359309382e-17,0.009605503641068935,0.010819527320563793,9605303376.272482,2.074399192537112e-05,nan,531.5222976086661,8.858704960144435,2500,50000,20,1,500,1,1,5
