t,relativeL2
0,1.3158748757291505e-08
1,1.3126323139545093e-08
2,0.06657031923532486
3,0.08851933479309082
4,0.11381156742572784
5,0.12936167418956757
6,0.1486717015504837
7,0.16275830566883087
8,0.1762775480747223
9,0.1883600503206253
10,0.20032911002635956
11,0.21128863096237183
12,0.21937227249145508
13,0.22869129478931427
14,0.23157258331775665
15,0.24097202718257904
16,0.23982438445091248
17,0.24668486416339874
18,0.24133069813251495
19,0.250087171792984
20,0.24651433527469635
21,0.25733649730682373
22,0.2496086061000824
23,0.2592611610889435
24,0.25266656279563904
25,0.2651052474975586
26,0.2561664581298828
27,0.26751917600631714
28,0.25279566645622253
29,0.2598721981048584
30,0.2536192536354065
31,0.26341235637664795
32,0.2531156539916992
33,0.2614765465259552
34,0.2506023943424225
35,0.2560717761516571
36,0.2505856454372406
37,0.2589568793773651
38,0.2512868344783783
39,0.2596951127052307
40,0.25043734908103943
41,0.2578412890434265
42,0.25286534428596497
43,0.26079198718070984
44,0.25310319662094116
45,0.2608173191547394
46,0.2513308823108673
47,0.2577407956123352
48,0.255548357963562
49,0.26071077585220337
50,0.25567564368247986
51,0.262335866689682
52,0.2552891671657562
53,0.262486070394516
54,0.2606441378593445
55,0.2712211608886719
56,0.26239722967147827
57,0.27232053875923157
58,0.2648451626300812
59,0.2723160982131958
60,0.2692621648311615
61,0.28036239743232727
62,0.26725396513938904
63,0.2744610607624054
64,0.2645735740661621
65,0.2736005485057831
66,0.26173004508018494
67,0.26787513494491577
68,0.2631492018699646
69,0.2736387252807617
70,0.2612287402153015
71,0.27043211460113525
72,0.25903764367103577
73,0.2678321897983551
74,0.2614189386367798
75,0.2726452052593231
76,0.26158034801483154
77,0.2682187259197235
78,0.2576374113559723
79,0.2668898403644562
80,0.25798705220222473
81,0.2695191204547882
82,0.2601673901081085
83,0.2690716087818146
84,0.2522844970226288
85,0.2602549195289612
86,0.24999010562896729
87,0.25511088967323303
88,0.2494950145483017
89,0.257348895072937
