t,predMSE
0,1.4733785738547607e-17
1,1.4653934685295413e-17
2,0.00037693034391850233
3,0.0006668343557976186
4,0.001103381859138608
5,0.0014272748958319426
6,0.001887983875349164
7,0.002266457537189126
8,0.0026632624212652445
9,0.003046191530302167
10,0.003451287280768156
11,0.003844790393486619
12,0.004149438813328743
13,0.004513110499829054
14,0.004629317205399275
15,0.005012259818613529
16,0.004961587488651276
17,0.005243527702987194
18,0.0050102840177714825
19,0.0053698536939918995
20,0.005206319969147444
21,0.005661646369844675
22,0.005317246075719595
23,0.005729053635150194
24,0.005437404848635197
25,0.005984973628073931
26,0.005589955486357212
27,0.006100776139646769
28,0.005453368183225393
29,0.005770409945398569
30,0.005504262167960405
31,0.005947219207882881
32,0.005500553175806999
33,0.00587943522259593
34,0.005408475641161203
35,0.0056540146470069885
36,0.0054192147217690945
37,0.0057902708649635315
38,0.005452613811939955
39,0.005820981692522764
40,0.0054080733098089695
41,0.005724143702536821
42,0.005495062563568354
43,0.0058327289298176765
44,0.005482381209731102
45,0.005810978822410107
46,0.005388534627854824
47,0.005662272218614817
48,0.0055648949928581715
49,0.00579330138862133
50,0.005575196351855993
51,0.005875075235962868
52,0.0055705406703054905
53,0.005897547584027052
54,0.0058243488892912865
55,0.00631710747256875
56,0.005922315176576376
57,0.0063881706446409225
58,0.006049854215234518
59,0.006402080878615379
60,0.0062629105523228645
61,0.006790829822421074
62,0.006168422754853964
63,0.006499833427369595
64,0.006031544879078865
65,0.006438441574573517
66,0.005879625678062439
67,0.006145895924419165
68,0.005919639952480793
69,0.006391538772732019
70,0.005819539539515972
71,0.006234495434910059
72,0.005720890127122402
73,0.006119239144027233
74,0.00583484023809433
75,0.006354135926812887
76,0.005856981500983238
77,0.0061676097102463245
78,0.005699865985661745
79,0.0061264559626579285
80,0.005733066238462925
81,0.0062650470063090324
82,0.005843564867973328
83,0.0062542874366045
84,0.005499251652508974
85,0.005850405432283878
86,0.005393513012677431
87,0.005609163083136082
88,0.005355316214263439
89,0.005685888696461916
90,0.005374575033783913
91,0.0057275439612567425
92,0.005426027346402407
93,0.005822236184030771
94,0.0054833791218698025
95,0.005780918523669243
96,0.005554061848670244
97,0.005881510674953461
98,0.005299767013639212
99,0.005600594449788332
100,0.00541295763105154
101,0.005785166751593351
102,0.005529764574021101
103,0.005847554188221693
104,0.00557320099323988
105,0.0059623089618980885
106,0.005408241413533688
107,0.005610570311546326
108,0.005398178938776255
109,0.0057099866680800915
110,0.005373373627662659
111,0.005716749932616949
112,0.005276679061353207
113,0.005526767112314701
114,0.005140251014381647
115,0.005388748832046986
116,0.004929878283292055
117,0.005181132350116968
118,0.00483214296400547
119,0.00514617282897234
120,0.0049572354182600975
121,0.0053505380637943745
122,0.005055093206465244
123,0.00553147541359067
124,0.005160851404070854
125,0.0055821179412305355
126,0.005180522799491882
127,0.005585868842899799
128,0.005289699416607618
129,0.005770040210336447
130,0.005139562766999006
131,0.005502135958522558
132,0.004979330580681562
133,0.005194042343646288
134,0.0049466644413769245
135,0.0052522593177855015
136,0.004924539942294359
137,0.005128978751599789
138,0.004910185933113098
139,0.005312035325914621
140,0.0051175737753510475
141,0.005564050283282995
142,0.005104484502226114
143,0.005369969177991152
144,0.005034933798015118
145,0.005354178138077259
146,0.005118230823427439
147,0.005453334655612707
148,0.005141270346939564
149,0.0054201711900532246
150,0.005253954790532589
151,0.00551398191601038
152,0.005403162445873022
153,0.005752822384238243
154,0.005423445720225573
155,0.005716594867408276
156,0.005302376579493284
157,0.0055001829750835896
158,0.005391171667724848
159,0.0057387626729905605
160,0.005436014849692583
161,0.005747844930738211
162,0.005227430257946253
163,0.005553319118916988
164,0.005309268366545439
165,0.005718563217669725
166,0.005220809020102024
167,0.005531583912670612
168,0.005255646537989378
169,0.005748099181801081
170,0.005630258936434984
171,0.006177435629069805
172,0.005817724857479334
173,0.006282210350036621
174,0.005729458760470152
175,0.006139057222753763
176,0.005485546309500933
177,0.005816092249006033
178,0.005549536552280188
179,0.006043050903826952
180,0.005347659811377525
181,0.005631039850413799
182,0.005281501915305853
183,0.005626517813652754
184,0.005287764128297567
185,0.005668831057846546
186,0.005430704914033413
187,0.005918652750551701
188,0.005466091446578503
189,0.005807884968817234
190,0.005303397309035063
191,0.005473479628562927
192,0.005250503309071064
193,0.005464883986860514
194,0.004913321230560541
195,0.005101682152599096
196,0.004999671597033739
197,0.005280716344714165
198,0.004942798521369696
199,0.00517235416918993
200,0.0049780625849962234
201,0.005198034457862377
202,0.004853142891079187
203,0.004997082520276308
204,0.004665583372116089
205,0.004815027117729187
206,0.004782865755259991
207,0.0049898382276296616
208,0.005015273112803698
209,0.005365422926843166
210,0.00511873560026288
211,0.0055193048901855946
212,0.005220391321927309
213,0.005693919025361538
214,0.005136763211339712
215,0.005538709927350283
216,0.005033882800489664
217,0.005364484153687954
218,0.005019751843065023
219,0.005416185595095158
220,0.004936306271702051
221,0.005206080619245768
222,0.005092010833323002
223,0.005467643961310387
224,0.005256385076791048
225,0.005556419026106596
226,0.005479706916958094
227,0.0060032126493752
228,0.005353108048439026
229,0.005654421169310808
230,0.005358896683901548
231,0.0057028597220778465
232,0.005464043002575636
233,0.0057844421826303005
234,0.00549911567941308
235,0.005861846264451742
236,0.005395910702645779
237,0.0056933327578008175
238,0.005500652827322483
239,0.005877919960767031
240,0.005748261697590351
241,0.006200640928000212
242,0.005890965927392244
243,0.006306021008640528
244,0.005932095926254988
245,0.006259699817746878
246,0.0058574434369802475
247,0.006197408307343721
248,0.005760208237916231
249,0.006028751377016306
250,0.005648401100188494
251,0.00594915309920907
252,0.00557325454428792
253,0.005888299085199833
254,0.0054972367361187935
255,0.005809908267110586
256,0.005532341077923775
257,0.0059026554226875305
258,0.005622240249067545
259,0.006080634891986847
260,0.005875572562217712
261,0.006249190308153629
262,0.0058536408469080925
263,0.006192726083099842
264,0.005554740317165852
265,0.0059160711243748665
266,0.005595039110630751
267,0.0060008433647453785
268,0.0054895514622330666
269,0.005824809893965721
270,0.005602584686130285
271,0.006092807278037071
272,0.005555471871048212
273,0.006002005655318499
274,0.005558754317462444
275,0.005917869508266449
276,0.00555814104154706
277,0.0059018200263381
278,0.005621754098683596
279,0.0058902171440422535
280,0.005538363475352526
281,0.005996160674840212
282,0.005528595764189959
283,0.00580030819401145
284,0.005339077673852444
285,0.005526029970496893
286,0.005335542373359203
287,0.00567241245880723
288,0.00543115334585309
289,0.005709096323698759
290,0.0054777273908257484
291,0.0058112982660532
292,0.005363574717193842
293,0.005577088333666325
294,0.005307575222104788
295,0.005508361849933863
296,0.005469254683703184
297,0.005638267379254103
298,0.005377623718231916
299,0.005650583188980818
300,0.0054524182341992855
301,0.005667348857969046
302,0.005203598644584417
303,0.005621008109301329
304,0.005242716055363417
305,0.005628843326121569
306,0.005451519973576069
307,0.005900958552956581
308,0.005387522280216217
309,0.005661328323185444
310,0.005532923154532909
311,0.0060111829079687595
312,0.00542662525549531
313,0.005654267501085997
314,0.0054021901451051235
315,0.005855460185557604
316,0.005403304006904364
317,0.005692942067980766
318,0.0054934038780629635
319,0.005907070357352495
320,0.005424232222139835
321,0.005761719308793545
322,0.005437715910375118
323,0.005706553813070059
324,0.005322164390236139
325,0.005544655025005341
326,0.005317199509590864
327,0.005582274403423071
328,0.0051521556451916695
329,0.005380057729780674
330,0.005310812499374151
331,0.005755183752626181
332,0.005446280352771282
333,0.005765221547335386
334,0.005391230806708336
335,0.005723488982766867
336,0.005331023596227169
337,0.005685266572982073
338,0.005545611027628183
339,0.005943401716649532
340,0.005595983937382698
341,0.005930587649345398
342,0.0054512107744812965
343,0.005673709325492382
344,0.005430613644421101
345,0.00593501515686512
346,0.005350056104362011
347,0.005639174487441778
348,0.005535617936402559
349,0.00595718203112483
350,0.005446613300591707
351,0.005838913377374411
352,0.005103197880089283
353,0.005469378549605608
354,0.005241877399384975
355,0.005742156878113747
356,0.005207932088524103
357,0.005443769972771406
358,0.0051345499232411385
359,0.005498229525983334
360,0.005317029543220997
361,0.005677822511643171
362,0.005394362844526768
363,0.005708643235266209
364,0.005255714990198612
365,0.005616212263703346
366,0.005312736611813307
367,0.005647785030305386
368,0.005254427902400494
369,0.005567261017858982
370,0.005256081931293011
371,0.005679020658135414
372,0.005381191615015268
373,0.005853678565472364
374,0.005366421304643154
375,0.005611457396298647
376,0.005338302347809076
377,0.005720340646803379
378,0.005378525238484144
379,0.005772565957158804
380,0.005548835266381502
381,0.006024562753736973
382,0.005588704254478216
383,0.0060096909292042255
384,0.0056358641013503075
385,0.006041339132934809
386,0.005773390177637339
387,0.006213341373950243
388,0.005629696883261204
389,0.0059080058708786964
390,0.005673814099282026
391,0.006053874269127846
392,0.005749157164245844
393,0.006228111684322357
394,0.00564687279984355
395,0.006014515645802021
396,0.00558246998116374
397,0.006100012455135584
398,0.005358601454645395
399,0.005692774895578623
400,0.005269098561257124
401,0.005693333689123392
402,0.005408021155744791
403,0.005891823675483465
404,0.005579282063990831
405,0.0062147630378603935
406,0.005646989680826664
407,0.006120361853390932
408,0.005400041118264198
409,0.0057001723907887936
410,0.0053955549374222755
411,0.005827435292303562
412,0.0053762514144182205
413,0.005726546049118042
414,0.005259960424154997
415,0.005603880621492863
416,0.005322166718542576
417,0.005658962298184633
418,0.005396669264882803
419,0.005589519627392292
420,0.005417673848569393
421,0.005684858653694391
422,0.005328624043613672
423,0.005716981831938028
424,0.005325972102582455
425,0.005597716197371483
426,0.005506748799234629
427,0.005833884235471487
428,0.005465291906148195
429,0.005758741404861212
430,0.005310244858264923
431,0.00557877728715539
432,0.005403191316872835
433,0.005778152961283922
434,0.005389104131609201
435,0.005604839883744717
436,0.005264358129352331
437,0.005521764513105154
438,0.0051844557747244835
439,0.005408598110079765
440,0.005173515062779188
441,0.005497681442648172
442,0.0053443508222699165
443,0.005746294744312763
444,0.005412513855844736
445,0.005726640112698078
446,0.005267967935651541
447,0.005680436734110117
448,0.005332777742296457
449,0.005750815384089947
450,0.005280765704810619
451,0.005611248780041933
452,0.005332395434379578
453,0.005787839647382498
454,0.005483652465045452
455,0.00598109420388937
456,0.005702272988855839
457,0.0061239744536578655
458,0.0057634529657661915
459,0.006240549962967634
460,0.005858155898749828
461,0.0062743136659264565
462,0.006093216128647327
463,0.006448825355619192
464,0.005875769071280956
465,0.006291765253990889
466,0.005972932558506727
467,0.006363783497363329
468,0.005739768501371145
469,0.006092292256653309
470,0.005622576456516981
471,0.005803420674055815
472,0.005591023247689009
473,0.005966787692159414
474,0.005721500143408775
475,0.0060003711842000484
476,0.005641672294586897
477,0.005953287240117788
478,0.005705765914171934
479,0.006037063896656036
480,0.005640855524688959
481,0.0059873987920582294
482,0.005800078622996807
483,0.006288221105933189
484,0.005724667571485043
485,0.006032036617398262
486,0.005596996285021305
487,0.00588255375623703
488,0.005522643681615591
489,0.0057867784053087234
490,0.0055880239233374596
491,0.006027235183864832
492,0.005805319175124168
493,0.006214848253875971
494,0.005767986178398132
495,0.006169941741973162
496,0.005734884180128574
497,0.006090551149100065
498,0.005688948556780815
499,0.006128475069999695
