t,predMSE
0,1.4733785738547607e-17
1,1.4653934685295413e-17
2,0.0013277472462505102
3,0.0015212992439046502
4,0.003982219845056534
5,0.0033224760554730892
6,0.00532454252243042
7,0.0049413335509598255
8,0.006589685101062059
9,0.006415995769202709
10,0.007418409455567598
11,0.0072259800508618355
12,0.008700534701347351
13,0.007957410998642445
14,0.009411740116775036
15,0.008903872221708298
16,0.009711625054478645
17,0.009379515424370766
18,0.01080127153545618
19,0.009751791134476662
20,0.010334162972867489
21,0.009836995974183083
22,0.009987037628889084
23,0.009146966971457005
24,0.01011609099805355
25,0.009187618270516396
26,0.01026232074946165
27,0.009857703000307083
28,0.01103690080344677
29,0.010088675655424595
30,0.010908553376793861
31,0.010465179570019245
32,0.01145867444574833
33,0.011356938630342484
34,0.012123608030378819
35,0.010837052948772907
36,0.012889414094388485
37,0.012569968588650227
38,0.014089428819715977
39,0.012513743713498116
40,0.012502350844442844
41,0.012085765600204468
42,0.012874824926257133
43,0.012402655556797981
44,0.01342104934155941
45,0.01306254044175148
46,0.014086996205151081
47,0.013551835902035236
48,0.013909270986914635
49,0.013217092491686344
50,0.014654984697699547
51,0.01308521255850792
52,0.013088040985167027
53,0.012224161066114902
54,0.01343959104269743
55,0.012462579645216465
56,0.01268733199685812
57,0.01223837397992611
58,0.012689801864326
59,0.01229944359511137
60,0.012466712854802608
61,0.011952143162488937
62,0.013595913536846638
63,0.012058944441378117
64,0.01252608560025692
65,0.012618351727724075
66,0.01365338359028101
67,0.01283770427107811
68,0.015521273948252201
69,0.014461309649050236
70,0.016671059653162956
71,0.015497224405407906
72,0.016123274341225624
73,0.015068378299474716
74,0.015613027848303318
75,0.01473814807832241
76,0.015142715536057949
77,0.01457731332629919
78,0.015311582013964653
79,0.014943534508347511
80,0.01630990579724312
81,0.015672601759433746
82,0.016351642087101936
83,0.015761645510792732
84,0.015753308311104774
85,0.015326428227126598
86,0.015215466730296612
87,0.014750955626368523
88,0.015340272337198257
89,0.01459912396967411
90,0.016333915293216705
91,0.015575516037642956
92,0.016220178455114365
93,0.015622352249920368
94,0.016047174111008644
95,0.015804899856448174
96,0.016779189929366112
97,0.016494009643793106
98,0.01749259978532791
99,0.01679934188723564
100,0.019264495000243187
101,0.017862314358353615
102,0.019414812326431274
103,0.018333785235881805
104,0.019202085211873055
105,0.018579483032226562
106,0.01859625056385994
107,0.018037905916571617
108,0.02005574479699135
109,0.0193997360765934
110,0.020728040486574173
111,0.019764263182878494
112,0.020792193710803986
113,0.01949896849691868
114,0.020089279860258102
115,0.019228802993893623
116,0.02012353576719761
117,0.019523799419403076
118,0.020574050024151802
119,0.019642477855086327
120,0.020558666437864304
121,0.020349929109215736
122,0.020479051396250725
123,0.019259164109826088
124,0.02022571489214897
125,0.01962369866669178
126,0.020708616822957993
127,0.020190928131341934
128,0.020753471180796623
129,0.020454205572605133
130,0.02296120673418045
131,0.022247355431318283
132,0.021846523508429527
133,0.021718300879001617
134,0.022309856489300728
135,0.02220301888883114
136,0.022630836814641953
137,0.0215773768723011
138,0.023504069074988365
139,0.022203026339411736
140,0.023798763751983643
141,0.02361215464770794
142,0.02436496503651142
143,0.02357986569404602
144,0.02359970100224018
145,0.022958995774388313
146,0.025261515751481056
147,0.024112539365887642
148,0.02482505701482296
149,0.02427820675075054
150,0.025483885779976845
151,0.02435903437435627
152,0.026205509901046753
153,0.02439495548605919
154,0.026017503812909126
155,0.025631848722696304
156,0.02641930803656578
157,0.025739163160324097
158,0.026445316150784492
159,0.025516310706734657
160,0.02569391578435898
161,0.025304291397333145
162,0.02658945508301258
163,0.025594085454940796
164,0.025881322100758553
165,0.02536393329501152
166,0.025971323251724243
167,0.02503359504044056
168,0.025823229923844337
169,0.024731772020459175
170,0.025126516819000244
171,0.024715863168239594
172,0.026536287739872932
173,0.026029296219348907
174,0.02658907137811184
175,0.025983896106481552
176,0.026500333100557327
177,0.02645774744451046
178,0.02697729878127575
179,0.02651931904256344
180,0.027389077469706535
181,0.026989227160811424
182,0.02832009643316269
183,0.02728608250617981
184,0.028224458917975426
185,0.02802324667572975
186,0.02945992536842823
187,0.0286259762942791
188,0.02882513403892517
189,0.02764803357422352
190,0.028264297172427177
191,0.027472686022520065
192,0.02957783080637455
193,0.028220875188708305
194,0.028759796172380447
195,0.02841014601290226
196,0.029302868992090225
197,0.029085703194141388
198,0.029940003529191017
199,0.02943289652466774
200,0.03145656734704971
201,0.03143549710512161
202,0.03146498277783394
203,0.030508169904351234
204,0.030914753675460815
205,0.030315445736050606
206,0.031048251315951347
207,0.030633356422185898
208,0.03168390318751335
209,0.031244870275259018
210,0.030783871188759804
211,0.03005431964993477
212,0.030597826465964317
213,0.030012929812073708
214,0.031172744929790497
215,0.0307331383228302
216,0.03138356655836105
217,0.03055667318403721
218,0.03133310377597809
219,0.03136688098311424
220,0.03139709308743477
221,0.031047571450471878
222,0.03256949409842491
223,0.031564369797706604
224,0.03301962837576866
225,0.03240244835615158
226,0.032600633800029755
227,0.03195735067129135
228,0.03347073122859001
229,0.03258173167705536
230,0.033599160611629486
231,0.032672517001628876
232,0.03291774541139603
233,0.031779561191797256
234,0.03323741257190704
235,0.03151305764913559
236,0.032810889184474945
237,0.03252147138118744
238,0.03379596769809723
239,0.032543525099754333
240,0.034572113305330276
241,0.033078085631132126
242,0.034412868320941925
243,0.033861193805933
244,0.03420807793736458
245,0.03422274813055992
246,0.03593447059392929
247,0.03509238734841347
248,0.037200286984443665
249,0.03672802448272705
250,0.037236571311950684
251,0.03631233051419258
252,0.03647792711853981
253,0.03491571918129921
254,0.03512438386678696
255,0.03444070369005203
256,0.03504343703389168
257,0.03395168483257294
258,0.03415752947330475
259,0.03378082439303398
260,0.034216877073049545
261,0.03279433026909828
262,0.034725502133369446
263,0.033708468079566956
264,0.0347076840698719
265,0.03490612655878067
266,0.03602218255400658
267,0.03567413240671158
268,0.0365833044052124
269,0.035591818392276764
270,0.03657958284020424
271,0.036491282284259796
272,0.03684953227639198
273,0.03585446998476982
274,0.037271883338689804
275,0.03560054674744606
276,0.036139048635959625
277,0.035512663424015045
278,0.03521997481584549
279,0.034509819000959396
280,0.03439358249306679
281,0.033404748886823654
282,0.035341184586286545
283,0.03475077822804451
284,0.03513627499341965
285,0.03401218354701996
286,0.03493313118815422
287,0.034681472927331924
288,0.03654931113123894
289,0.03658479452133179
290,0.03741712123155594
291,0.03739244490861893
292,0.03683517128229141
293,0.03617394343018532
294,0.03767460212111473
295,0.03690445050597191
296,0.03738764300942421
297,0.03647833317518234
298,0.036386940628290176
299,0.03531905263662338
300,0.03454000502824783
301,0.03355642408132553
302,0.0335630364716053
303,0.032932061702013016
304,0.03408711031079292
305,0.03369296342134476
306,0.03390299528837204
307,0.03347747400403023
308,0.03459728881716728
309,0.03429488092660904
310,0.03486398980021477
311,0.034441713243722916
312,0.036013297736644745
313,0.03523969650268555
314,0.03674953058362007
315,0.03604231774806976
316,0.03794606402516365
317,0.03704125061631203
318,0.0375482514500618
319,0.036708708852529526
320,0.03652835637331009
321,0.03517218679189682
322,0.03408357873558998
323,0.03305204212665558
324,0.03470581769943237
325,0.033327724784612656
326,0.03426210209727287
327,0.0334649421274662
328,0.03457697480916977
329,0.03359845653176308
330,0.033565182238817215
331,0.03361639007925987
332,0.03480764478445053
333,0.034004803746938705
334,0.033912062644958496
335,0.033388908952474594
336,0.034364987164735794
337,0.03424232080578804
338,0.034262362867593765
339,0.034013036638498306
340,0.03381962329149246
341,0.032109685242176056
342,0.03160451352596283
343,0.03110457770526409
344,0.03152347356081009
345,0.030074983835220337
346,0.030624670907855034
347,0.029756058007478714
348,0.030260324478149414
349,0.030136896297335625
350,0.03073335811495781
351,0.0298564825206995
352,0.03059014305472374
353,0.03020908311009407
354,0.030180033296346664
355,0.02995045855641365
356,0.03034699521958828
357,0.030148115009069443
358,0.03063524141907692
359,0.02991051785647869
360,0.030260270461440086
361,0.029364071786403656
362,0.03050812892615795
363,0.02923302911221981
364,0.03106703981757164
365,0.029479585587978363
366,0.031656574457883835
367,0.03065619058907032
368,0.031244957819581032
369,0.029552437365055084
370,0.030770087614655495
371,0.029614649713039398
372,0.030346320942044258
373,0.02951844409108162
374,0.03006780333817005
375,0.029031770303845406
376,0.030830753967165947
377,0.02980777807533741
378,0.0300687737762928
379,0.028898639604449272
380,0.029436668381094933
381,0.02919841557741165
382,0.02941487915813923
383,0.02870929427444935
384,0.028110938146710396
385,0.027174808084964752
386,0.02760702557861805
387,0.026921840384602547
388,0.02754909358918667
389,0.026440508663654327
390,0.027990948408842087
391,0.02690277434885502
392,0.026584113016724586
393,0.025785429403185844
394,0.02529793046414852
395,0.024825681000947952
396,0.026858514174818993
397,0.025573275983333588
398,0.02677811309695244
399,0.026315325871109962
400,0.026966970413923264
401,0.026720402762293816
402,0.02740781381726265
403,0.026368340477347374
404,0.026451945304870605
405,0.025911478325724602
406,0.0255830567330122
407,0.024242334067821503
408,0.025917867198586464
409,0.024835698306560516
410,0.025568071752786636
411,0.02445227839052677
412,0.025140561163425446
413,0.024117790162563324
414,0.02334129437804222
415,0.02259998209774494
416,0.02310626022517681
417,0.022457417100667953
418,0.023104049265384674
419,0.022146372124552727
420,0.02342831715941429
421,0.022623253986239433
422,0.023147879168391228
423,0.02232428267598152
424,0.02367815002799034
425,0.02304154820740223
426,0.02373826503753662
427,0.0228519756346941
428,0.02264844812452793
429,0.02179887145757675
430,0.02277645282447338
431,0.021891286596655846
432,0.02101152576506138
433,0.020677048712968826
434,0.02164628729224205
435,0.021024558693170547
436,0.021506292745471
437,0.020650049671530724
438,0.021144356578588486
439,0.02042999304831028
440,0.021380417048931122
441,0.020027581602334976
442,0.020537717267870903
443,0.02024722471833229
444,0.01952136680483818
445,0.018398938700556755
446,0.019290626049041748
447,0.018557829782366753
448,0.019334692507982254
449,0.01862996816635132
450,0.019570784643292427
451,0.01845375820994377
452,0.01821930520236492
453,0.01735980249941349
454,0.01910918951034546
455,0.018356528133153915
456,0.01842600852251053
457,0.018066994845867157
458,0.019342653453350067
459,0.018274029716849327
460,0.018938308581709862
461,0.01866016909480095
462,0.019335445016622543
463,0.018298303708434105
464,0.018686620518565178
465,0.018043585121631622
466,0.016890352591872215
467,0.01621869020164013
468,0.01742459461092949
469,0.016427867114543915
470,0.01730850152671337
471,0.015977593138813972
472,0.016423000022768974
473,0.01589241437613964
474,0.01585385762155056
475,0.015370732173323631
476,0.016041187569499016
477,0.015592007897794247
478,0.01549246720969677
479,0.014348218217492104
480,0.015952425077557564
481,0.01509726420044899
482,0.016078302636742592
483,0.015328901819884777
484,0.015110603533685207
485,0.014185982756316662
486,0.01576114073395729
487,0.01519017294049263
488,0.015478729270398617
489,0.014576731249690056
490,0.01579415611922741
491,0.014577236026525497
492,0.013980671763420105
493,0.013474658131599426
494,0.013998644426465034
495,0.01297728531062603
496,0.013980315998196602
497,0.013038433156907558
498,0.013532811775803566
499,0.012924132868647575
