predMSE,predMSE_u,predMSE_v,predMSE_pres,relL2,relL2_u,relL2_v,relL2_pres,relL2First,relL2Last,relL2Max,predDivMean,predDivMSE,predVortMSE,temporalContinuityError,predTemporalSmoothness,gtTemporalSmoothness,rolloutStabilityFirstMSE,rolloutStabilityLastMSE,rolloutStabilityMaxMSE,rolloutStabilityRatio,rolloutStabilitySlope,blockBoundaryContinuityError,inferenceTimeSec,inferenceTimeMin,numDiffusionCalls_estimated,numReverseDenoisingSteps_estimated,reverseStepsPerCall,outputHorizon,rolloutLength,numTrainedModels,numEvals,numSequences
0.006218227092176676,0.008637286722660065,0.010015253908932209,2.1539960926020285e-06,0.25781843485194667,0.18813877328040604,0.5230183321092291,0.34723468693123755,1.4959185890006665e-08,0.40126243233680725,0.4089844822883606,0.0016048545949161053,2.0747975213453174e-05,0.0010541056981310248,0.00033611044636927545,0.0004107264394406229,0.00042604730697348714,2.0849398359309382e-17,0.014975463971495628,0.015667786821722984,14975151748.591331,3.067444294771713e-05,nan,509.0413419950055,8.484022366583424,2500,50000,20,1,500,1,1,5
