t,relativeL2
0,6.3352614116398076e-09
1,6.268438115627959e-09
2,0.03860699535089038
3,0.039060437439290434
4,0.06585139971703119
5,0.06525564459946047
6,0.0759685245273888
7,0.0691544596095193
8,0.08660410533611174
9,0.0807871546448087
10,0.08145471571347494
11,0.08325496167295751
12,0.08453171134138596
13,0.08064486481275666
14,0.08584513139044914
15,0.08947668590168606
16,0.10608389403911589
17,0.10062019678884374
18,0.09936241300478678
19,0.10126228560639702
20,0.10931979676017776
21,0.12121569547820285
22,0.11736705897853154
23,0.1202242573744376
24,0.12963976940288466
25,0.1280573414589425
26,0.14605108905237424
27,0.1399115721353523
28,0.15195884847881697
29,0.14822938634561142
30,0.15061754898165677
31,0.15574345207199514
32,0.15016151218393178
33,0.15111535587885322
34,0.1610103437565765
35,0.15818245723845792
36,0.16082699897463446
37,0.16464653932307796
38,0.1663894205142911
39,0.1746886776032965
40,0.17642045943879342
41,0.17728055666228823
42,0.1827674095409789
43,0.19408957017042858
44,0.18266342861556756
45,0.18554684884942801
46,0.18627961040841004
47,0.1836371408797973
48,0.18904299618538786
49,0.1856718653044209
50,0.19051310613405353
51,0.1928638997370682
52,0.19017776163662964
53,0.19441177489581601
54,0.1905506354770703
55,0.19140757755583235
56,0.19095418107295592
57,0.20036452175923214
58,0.19836388041945213
59,0.2001033932914067
60,0.19733096098594385
61,0.20013439560553434
62,0.20070035913668538
63,0.20495493744065202
64,0.20270164296845686
65,0.20806452612293153
66,0.20690194347824836
67,0.20881021725604346
68,0.20882327314953666
69,0.21094683070225878
70,0.21371901446184047
71,0.21623288835739915
72,0.21814643941751946
73,0.22120837852440683
74,0.22563971816384346
75,0.2323971109266444
76,0.2409511460215978
77,0.23461286648145432
78,0.23956603313662747
79,0.23849368135689253
80,0.2392706414536567
81,0.23970165092186974
82,0.24279070634068659
83,0.24386465649469954
84,0.2509927193192809
85,0.25206772839564
86,0.25155617545012016
87,0.24911212786653958
88,0.25131494711616525
89,0.24943480846880675
90,0.24931059702269925
91,0.2495419516172506
92,0.2490762128127567
93,0.2512344256393106
94,0.25546709008912
95,0.25509482165077974
96,0.2562127230850086
97,0.25284109421494916
98,0.25264878942026087
99,0.25505219426008
100,0.25417478981076835
101,0.2565585252407892
102,0.25618583315951987
103,0.2563964662368349
104,0.2568773505266314
105,0.2537282509298692
106,0.25412201235790716
107,0.2539622711578289
108,0.2556378833164709
109,0.254697154323144
110,0.25490008573744277
111,0.25453314060337173
112,0.25800634542791834
113,0.2605121360693997
114,0.2578254695544173
115,0.2564925899105756
116,0.2542932269813828
117,0.2531233157891327
118,0.25088446612318155
119,0.24859734620490753
120,0.2483424105976647
121,0.25192102232533337
122,0.2503700149359167
123,0.2526736455887927
124,0.2543664502348496
125,0.25180077834799325
126,0.2581522896517361
127,0.2536976480887917
128,0.2542025344957574
129,0.255825361000436
130,0.2511380352056422
131,0.24678508562314233
132,0.2522877840955467
133,0.2495712787838191
134,0.2484928167906655
135,0.2463428863529801
136,0.24239198213945168
137,0.24158893872250217
138,0.23764940040370033
139,0.23529062238986467
140,0.2339235149992011
141,0.23410310215890415
142,0.23772232480706063
143,0.24202602307244003
144,0.23903665026359583
145,0.23841460876054082
146,0.24625180090829357
147,0.23941869459921242
148,0.23450324454195265
149,0.22925050430199584
150,0.22799702655749987
151,0.2249330030465667
152,0.2222548595900107
153,0.21902077154083868
154,0.22198865454647684
155,0.2176190596979181
156,0.22191919496669885
157,0.21720898217989743
158,0.2226402578402683
159,0.2206259139639818
160,0.2158934690996754
161,0.2211434418468243
162,0.2201017181870555
163,0.21939829842651648
164,0.22902108713984506
165,0.22110806925706464
166,0.2180739580522984
167,0.21900769381150215
168,0.2174106397684019
169,0.2248354752648264
170,0.2240205139899721
171,0.2205825168984464
172,0.22585415572949788
173,0.22624127667467595
174,0.22174265715870187
175,0.22683329672612118
176,0.2244799450074884
177,0.2208873148665101
178,0.2198229713782284
179,0.21742535301079283
180,0.215668203902922
181,0.2182907139949935
182,0.2230947057421777
183,0.21284180024056334
184,0.2142031755749979
185,0.21793087769404168
186,0.2174423040792426
187,0.2173811239927469
188,0.21644674958581048
189,0.21713569838853647
190,0.21743590032980703
191,0.2148807237758891
192,0.2176018795805284
193,0.21915464387038427
194,0.21930911172988465
195,0.22513457924528849
196,0.22315967105316029
197,0.22081458676470114
198,0.21998467387332019
199,0.21792390536385545
200,0.21842244598914234
201,0.2169392835847498
202,0.21543396739665513
203,0.2188941118752516
204,0.2164237617848801
205,0.2181670974617653
206,0.21742571762930601
207,0.2219570705041481
208,0.22341831596705972
209,0.22454812468398974
210,0.2217459822215007
211,0.2233180607192769
212,0.22690276550751917
213,0.2245486036217918
214,0.22763610176353835
215,0.22550568134796514
216,0.22657910682751492
217,0.22973059451207506
218,0.22429416948419342
219,0.22229518186260214
220,0.2274822085004996
221,0.2246514969253968
222,0.2273825675624409
223,0.21928359084508112
224,0.21910653581128703
225,0.2140911228131349
226,0.21083853839694386
227,0.20879400129466996
228,0.21253964702985598
229,0.2112703382218932
230,0.20516279855111003
231,0.20423570182928572
232,0.1961420556104386
233,0.19365106757059822
234,0.18735034253863708
235,0.1899300638866592
236,0.18865774690293483
237,0.18700326119397978
238,0.18279176659282206
239,0.1815882466863286
240,0.19031820721529688
241,0.17778638965865412
242,0.17679293675352584
243,0.17651400433710174
244,0.1736049038794186
245,0.17661871244833827
246,0.17657973629490775
247,0.17301875401230704
248,0.1732085846817413
249,0.1731830752022766
250,0.18374223610105364
251,0.17178144533670886
252,0.174091081085633
253,0.17349547954810554
254,0.17591874223328197
255,0.18009029091461531
256,0.18093445918844517
257,0.1798669563811325
258,0.18897567815716898
259,0.18450162418315152
260,0.18160368604131075
261,0.18311976801687396
262,0.1885350711607869
263,0.189549843861509
264,0.19498109876596414
265,0.19830683081926131
266,0.20112238534444618
267,0.20663948518147485
268,0.20364310245969658
269,0.21143502091276173
270,0.21484910532948417
271,0.21444266469619833
272,0.20892870868890556
273,0.21190770394176667
274,0.21004376159773597
275,0.21249003396299726
276,0.21066558511401323
277,0.21641219879866957
278,0.21920895656187012
279,0.21797836714365015
280,0.22155189357832233
281,0.22175930184061093
282,0.22452986827946167
283,0.22502888311134292
284,0.22669841716270625
285,0.22558613381843903
286,0.22410317549285946
287,0.22930790443283952
288,0.2268468430640955
289,0.22692508465559197
290,0.23276217623652437
291,0.2330678347838645
292,0.23623755993339904
293,0.23888161222415524
294,0.24153496460852997
295,0.24333543604862243
296,0.2455741313865261
297,0.24804969898253829
298,0.24782961010052187
299,0.2500921117598716
300,0.25102158307061534
301,0.25270555121730404
302,0.25962508156027525
303,0.2571869329918435
304,0.2627708894250732
305,0.2624004333790691
306,0.2653324954821842
307,0.26350184537212185
308,0.2640070667601154
309,0.2660139065703994
310,0.2713144288190441
311,0.26413399763874607
312,0.26560275962337615
313,0.26062549627469156
314,0.2639743717111109
315,0.26626482420408604
316,0.2637485838861182
317,0.2635715100025874
318,0.2704235180134892
319,0.26106564848527425
320,0.2658661005642142
321,0.25907810153697997
322,0.2547268332642702
323,0.25000805902532186
324,0.25224129670986933
325,0.2516167539132596
326,0.25014959202091364
327,0.25216894937850404
328,0.2478526617209471
329,0.2473010710904977
330,0.24442115127853084
331,0.24304959737986356
332,0.24324814209778065
333,0.24135452405153288
334,0.24014306297030102
335,0.23885289547256147
336,0.24199872655890314
337,0.23858651399325273
338,0.23942059366223273
339,0.24196340403080155
340,0.2462456796404309
341,0.24318505202910198
342,0.24525435352084146
343,0.24584206496285785
344,0.25041360577956634
345,0.252199667702757
346,0.25163313004347465
347,0.25182367598582084
348,0.2550905695928224
349,0.2548367368935492
350,0.25683406866111447
351,0.2566028285972574
352,0.25776717542949346
353,0.26048169852030434
354,0.2612854158044969
355,0.2574534208305774
356,0.25469230861704023
357,0.2554014905198031
358,0.2550371327030991
359,0.2534598970036286
360,0.2566856387053624
361,0.2514525308765134
362,0.2553277010109913
363,0.25070007648632575
364,0.25435119008049906
365,0.2536212308117504
366,0.2572446343027407
367,0.258156066652474
368,0.2635243058883189
369,0.26263175044816006
370,0.2604686802553608
371,0.262826706236574
372,0.2633502484818592
373,0.26537529882934796
374,0.2660797430704176
375,0.2665716432236065
