predMSE,predMSE_u,predMSE_v,predMSE_density,predMSE_pressure,relL2,relL2_u,relL2_v,relL2_density,relL2_pressure,temporalIncrementMSE,predContinuityMAE,predContinuityMSE,gtContinuityMAE,gtContinuityMSE,continuityMSEExcess,vorticityMSE,vorticityRelL2,pressureGradientMSE,pressureGradientRelL2,densityGradientMSE,densityGradientRelL2,rolloutStabilityFirstMSE,rolloutStabilityLastMSE,rolloutStabilityRatio,rolloutStabilitySlope,inferenceTimeSec,inferenceTimeMin,numDiffusionCalls_estimated,numReverseDenoisingSteps_estimated,reverseStepsPerCall,outputHorizon,rolloutLength,numTrainedModels,numEvals,numSequences,physicsDX,physicsDY,physicsDT,physicsMetricConvention
0.021586965769529343,0.02672457881271839,0.04336213320493698,0.010411105118691921,0.005850137211382389,0.22817436333634408,0.2864421211468793,1.1748036480798976,0.10963636561942225,0.11593630381982487,0.0024406062439084053,0.0424356646835804,0.0027751969173550606,0.010340897366404533,0.00038875240716151893,0.0023864445101935416,0.004203154239803553,1.1055743868412697,0.00018310165614821017,0.6514401537138498,0.00031727016903460026,0.6693356420833692,1.6779315712246314e-17,0.02552362158894539,25523193327.226566,2.6127650938891177e-05,109.32711879501585,1.8221186465835975,500,10000,20,2,500,1,1,2,1.0,1.0,1.0,discrete residual on resampled 128x64 grid
