predMSE,predMSE_u,predMSE_v,predMSE_density,predMSE_pressure,relL2,relL2_u,relL2_v,relL2_density,relL2_pressure,temporalIncrementMSE,predContinuityMAE,predContinuityMSE,gtContinuityMAE,gtContinuityMSE,continuityMSEExcess,vorticityMSE,vorticityRelL2,pressureGradientMSE,pressureGradientRelL2,densityGradientMSE,densityGradientRelL2,rolloutStabilityFirstMSE,rolloutStabilityLastMSE,rolloutStabilityRatio,rolloutStabilitySlope,inferenceTimeSec,inferenceTimeMin,numDiffusionCalls_estimated,numReverseDenoisingSteps_estimated,reverseStepsPerCall,outputHorizon,rolloutLength,numTrainedModels,numEvals,numSequences,physicsDX,physicsDY,physicsDT,physicsMetricConvention
0.02925821579992771,0.05049175024032593,0.04584481939673424,0.012617871165275574,0.008078283630311489,0.2656409139420049,0.3937237710775781,1.207967070216284,0.12069777405499711,0.13623728141883085,0.0014833816094323993,0.010273159481585026,0.00030492807854898274,0.010340897366404533,0.00038875240716151893,-8.382432861253619e-05,0.004958582576364279,1.200823208266299,0.00019342709856573492,0.6695562504787882,0.0003384896263014525,0.6913564206270433,1.6779315712246314e-17,0.033737678080797195,33737111995.14381,4.347203055936708e-05,nan,nan,1000,20000,20,1,500,1,1,2,1.0,1.0,1.0,discrete residual on resampled 128x64 grid
