t,relativeL2
0,1.4959185890006665e-08
1,1.4769539369297036e-08
2,0.011625701561570168
3,0.011568996123969555
4,0.02028053067624569
5,0.021540453657507896
6,0.023514876142144203
7,0.025147242471575737
8,0.026656625792384148
9,0.030612099915742874
10,0.03245936334133148
11,0.03419831022620201
12,0.03636970743536949
13,0.03613708168268204
14,0.041864730417728424
15,0.04221956804394722
16,0.04647845774888992
17,0.043566975742578506
18,0.04694582521915436
19,0.04369278624653816
20,0.04790741205215454
21,0.0497259646654129
22,0.05258840322494507
23,0.05047496408224106
24,0.05140763521194458
25,0.05232573300600052
26,0.05059061199426651
27,0.05187760666012764
28,0.05580106005072594
29,0.05984687805175781
30,0.055592574179172516
31,0.059113066643476486
32,0.059716057032346725
33,0.059687379747629166
34,0.059072356671094894
35,0.05785120651125908
36,0.058776672929525375
37,0.058316297829151154
38,0.057391345500946045
39,0.057824525982141495
40,0.05788498371839523
41,0.06282991170883179
42,0.05923677608370781
43,0.06242022663354874
44,0.06006311625242233
45,0.06245359405875206
46,0.06179986149072647
47,0.0567050501704216
48,0.05823110044002533
49,0.05530198663473129
50,0.054841071367263794
51,0.05740904435515404
52,0.05513414740562439
53,0.05338165536522865
54,0.054617349058389664
55,0.05518437176942825
56,0.05716140195727348
57,0.05495799705386162
58,0.05835418403148651
59,0.05789368599653244
60,0.06007923558354378
61,0.06213335692882538
62,0.05943223461508751
63,0.0612032450735569
64,0.06003982946276665
65,0.06246453523635864
66,0.0590631328523159
67,0.058848123997449875
68,0.059263359755277634
69,0.058658186346292496
70,0.06091202422976494
71,0.0625806450843811
72,0.06046578660607338
73,0.06464952975511551
74,0.06456784904003143
75,0.06712713092565536
76,0.06689982861280441
77,0.06906221061944962
78,0.06818828731775284
79,0.06804178655147552
80,0.06952694803476334
81,0.0667942464351654
82,0.06634039431810379
83,0.0630781501531601
84,0.06170285865664482
85,0.06132735311985016
86,0.0612684041261673
87,0.06023961305618286
88,0.05941524729132652
89,0.059137191623449326
90,0.05657339468598366
91,0.05408710241317749
92,0.05221179872751236
93,0.05307130143046379
94,0.05246277153491974
95,0.05432501062750816
96,0.05100112780928612
97,0.05510155111551285
98,0.05086186155676842
99,0.05149113014340401
100,0.05007896572351456
101,0.049986060708761215
102,0.04792328551411629
103,0.04947683587670326
104,0.051298487931489944
105,0.04906656593084335
106,0.05300528556108475
107,0.053389772772789
108,0.05343255773186684
109,0.05838016793131828
110,0.057247236371040344
111,0.058028992265462875
112,0.058041997253894806
113,0.059849824756383896
114,0.05971075966954231
115,0.06378136575222015
116,0.06110948324203491
117,0.06360078603029251
118,0.06270324438810349
119,0.06624806672334671
120,0.06240050867199898
121,0.06587394326925278
122,0.06467442959547043
123,0.06666974723339081
124,0.06328477710485458
125,0.06227625161409378
126,0.06464432924985886
127,0.0620812252163887
128,0.06256187707185745
129,0.06147187948226929
130,0.0618169791996479
131,0.05984723940491676
132,0.060726702213287354
133,0.058650292456150055
134,0.06275106221437454
135,0.06298410892486572
136,0.06410117447376251
137,0.0612947903573513
138,0.061493635177612305
139,0.061246808618307114
140,0.059852395206689835
141,0.06067118048667908
142,0.06206381693482399
143,0.06125672161579132
144,0.05832858011126518
145,0.057095058262348175
146,0.055420223623514175
147,0.055826298892498016
148,0.05771608650684357
149,0.05549943074584007
150,0.05363845452666283
151,0.05364957079291344
152,0.05423993989825249
153,0.05273459106683731
154,0.0549776665866375
155,0.05286030471324921
156,0.05496244505047798
157,0.05757181718945503
158,0.057013433426618576
159,0.05810230225324631
160,0.05936269834637642
161,0.05711882933974266
162,0.05903740972280502
163,0.058603834360837936
164,0.060844164341688156
165,0.06149408966302872
166,0.05940985307097435
167,0.059635911136865616
168,0.059153202921152115
169,0.060822077095508575
170,0.05895461514592171
171,0.06250551342964172
172,0.06254745274782181
173,0.06300512701272964
174,0.06461400538682938
175,0.0627327635884285
176,0.0624697282910347
177,0.06194399297237396
178,0.0647706463932991
179,0.06318879872560501
180,0.060803283005952835
181,0.06159688159823418
182,0.061121631413698196
183,0.06263577193021774
184,0.06373704969882965
185,0.06154714152216911
186,0.06302836537361145
187,0.06136805936694145
188,0.06177294999361038
189,0.05929070711135864
190,0.05960395559668541
191,0.05935234948992729
192,0.06196822598576546
193,0.05985639989376068
194,0.05933121591806412
195,0.05955111235380173
196,0.058675676584243774
197,0.06023380160331726
198,0.05786165967583656
199,0.05888153985142708
200,0.05802469700574875
201,0.05866910144686699
202,0.0586593933403492
203,0.05601908639073372
204,0.0599265955388546
205,0.05947733670473099
206,0.06012300029397011
207,0.06144529581069946
208,0.060444511473178864
209,0.06091127172112465
210,0.05806494876742363
211,0.06104864180088043
212,0.0572885125875473
213,0.05929796025156975
214,0.059091970324516296
215,0.060320332646369934
216,0.061455100774765015
217,0.06096330285072327
218,0.06073120981454849
219,0.06225625053048134
220,0.05887889862060547
221,0.06240057572722435
222,0.06297439336776733
223,0.06225556135177612
224,0.06239425018429756
225,0.061452511698007584
226,0.06287767738103867
227,0.0604630708694458
228,0.059950701892375946
229,0.061576563864946365
230,0.060125771909952164
231,0.05895979329943657
232,0.0579712800681591
233,0.06154078617691994
234,0.05993490666151047
235,0.059879567474126816
236,0.06012803316116333
237,0.05745403841137886
238,0.05776359513401985
239,0.05835708975791931
240,0.058937106281518936
241,0.059064656496047974
242,0.058084942400455475
243,0.05779413506388664
244,0.05688822269439697
245,0.057817548513412476
246,0.05667119845747948
247,0.05674682557582855
248,0.05677714943885803
249,0.05910390615463257
250,0.056903254240751266
251,0.05833065137267113
252,0.060277242213487625
253,0.06073196232318878
254,0.06102385371923447
255,0.059888485819101334
256,0.060936085879802704
257,0.060479164123535156
258,0.06109381094574928
259,0.06081555411219597
260,0.061680082231760025
261,0.06358533352613449
262,0.06205642968416214
263,0.06369752436876297
264,0.06481008976697922
265,0.0662568211555481
266,0.06810003519058228
267,0.06893692910671234
268,0.07064352929592133
269,0.07017842680215836
270,0.07077319175004959
271,0.07048939168453217
272,0.07163270562887192
273,0.07215483486652374
274,0.07288757711648941
275,0.0717284083366394
276,0.07315566390752792
277,0.0720297321677208
278,0.0732540711760521
279,0.07089653611183167
280,0.07431387901306152
281,0.07295652478933334
